name,file,component,dtype,shape,bytes,data_start,data_end,file_data_start,file_data_end,layer,expert,matrix,kind
layers.21.ffn.experts.50.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2889119064,2893313368,2889293296,2893487600,21,50,w1,weight
layers.21.ffn.experts.50.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,2893313368,2897507672,2893487600,2897681904,21,50,w2,weight
layers.21.ffn.experts.50.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2897507672,2901701976,2897681904,2901876208,21,50,w3,weight
layers.21.ffn.experts.51.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2901701976,2905896280,2901876208,2906070512,21,51,w1,weight
layers.21.ffn.experts.51.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,2905896280,2910090584,2906070512,2910264816,21,51,w2,weight
layers.21.ffn.experts.51.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2910090584,2914284888,2910264816,2914459120,21,51,w3,weight
layers.21.ffn.experts.52.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2914284888,2918479192,2914459120,2918653424,21,52,w1,weight
layers.21.ffn.experts.52.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,2918479192,2922673496,2918653424,2922847728,21,52,w2,weight
layers.21.ffn.experts.52.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2922673496,2926867800,2922847728,2927042032,21,52,w3,weight
layers.21.ffn.experts.53.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2926867800,2931062104,2927042032,2931236336,21,53,w1,weight
layers.21.ffn.experts.53.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,2931062104,2935256408,2931236336,2935430640,21,53,w2,weight
layers.21.ffn.experts.53.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2935256408,2939450712,2935430640,2939624944,21,53,w3,weight
layers.21.ffn.experts.54.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2939450712,2943645016,2939624944,2943819248,21,54,w1,weight
layers.21.ffn.experts.54.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,2943645016,2947839320,2943819248,2948013552,21,54,w2,weight
layers.21.ffn.experts.54.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2947839320,2952033624,2948013552,2952207856,21,54,w3,weight
layers.21.ffn.experts.55.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2952033624,2956227928,2952207856,2956402160,21,55,w1,weight
layers.21.ffn.experts.55.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,2956227928,2960422232,2956402160,2960596464,21,55,w2,weight
layers.21.ffn.experts.55.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2960422232,2964616536,2960596464,2964790768,21,55,w3,weight
layers.21.ffn.experts.56.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2964616536,2968810840,2964790768,2968985072,21,56,w1,weight
layers.21.ffn.experts.56.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,2968810840,2973005144,2968985072,2973179376,21,56,w2,weight
layers.21.ffn.experts.56.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2973005144,2977199448,2973179376,2977373680,21,56,w3,weight
layers.21.ffn.experts.57.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2977199448,2981393752,2977373680,2981567984,21,57,w1,weight
layers.21.ffn.experts.57.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,2981393752,2985588056,2981567984,2985762288,21,57,w2,weight
layers.21.ffn.experts.57.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2985588056,2989782360,2985762288,2989956592,21,57,w3,weight
layers.21.ffn.experts.58.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2989782360,2993976664,2989956592,2994150896,21,58,w1,weight
layers.21.ffn.experts.58.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,2993976664,2998170968,2994150896,2998345200,21,58,w2,weight
layers.21.ffn.experts.58.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,2998170968,3002365272,2998345200,3002539504,21,58,w3,weight
layers.21.ffn.experts.59.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3002365272,3006559576,3002539504,3006733808,21,59,w1,weight
layers.21.ffn.experts.59.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3006559576,3010753880,3006733808,3010928112,21,59,w2,weight
layers.21.ffn.experts.59.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3010753880,3014948184,3010928112,3015122416,21,59,w3,weight
layers.21.ffn.experts.6.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3014948184,3019142488,3015122416,3019316720,21,6,w1,weight
layers.21.ffn.experts.6.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3019142488,3023336792,3019316720,3023511024,21,6,w2,weight
layers.21.ffn.experts.6.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3023336792,3027531096,3023511024,3027705328,21,6,w3,weight
layers.21.ffn.experts.60.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3027531096,3031725400,3027705328,3031899632,21,60,w1,weight
layers.21.ffn.experts.60.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3031725400,3035919704,3031899632,3036093936,21,60,w2,weight
layers.21.ffn.experts.60.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3035919704,3040114008,3036093936,3040288240,21,60,w3,weight
layers.21.ffn.experts.61.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3040114008,3044308312,3040288240,3044482544,21,61,w1,weight
layers.21.ffn.experts.61.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3044308312,3048502616,3044482544,3048676848,21,61,w2,weight
layers.21.ffn.experts.61.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3048502616,3052696920,3048676848,3052871152,21,61,w3,weight
layers.21.ffn.experts.62.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3052696920,3056891224,3052871152,3057065456,21,62,w1,weight
layers.21.ffn.experts.62.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3056891224,3061085528,3057065456,3061259760,21,62,w2,weight
layers.21.ffn.experts.62.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3061085528,3065279832,3061259760,3065454064,21,62,w3,weight
layers.21.ffn.experts.63.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3065279832,3069474136,3065454064,3069648368,21,63,w1,weight
layers.21.ffn.experts.63.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3069474136,3073668440,3069648368,3073842672,21,63,w2,weight
layers.21.ffn.experts.63.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3073668440,3077862744,3073842672,3078036976,21,63,w3,weight
layers.21.ffn.experts.64.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3077862744,3082057048,3078036976,3082231280,21,64,w1,weight
layers.21.ffn.experts.64.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3082057048,3086251352,3082231280,3086425584,21,64,w2,weight
layers.21.ffn.experts.64.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3086251352,3090445656,3086425584,3090619888,21,64,w3,weight
layers.21.ffn.experts.65.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3090445656,3094639960,3090619888,3094814192,21,65,w1,weight
layers.21.ffn.experts.65.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3094639960,3098834264,3094814192,3099008496,21,65,w2,weight
layers.21.ffn.experts.65.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3098834264,3103028568,3099008496,3103202800,21,65,w3,weight
layers.21.ffn.experts.66.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3103028568,3107222872,3103202800,3107397104,21,66,w1,weight
layers.21.ffn.experts.66.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3107222872,3111417176,3107397104,3111591408,21,66,w2,weight
layers.21.ffn.experts.66.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3111417176,3115611480,3111591408,3115785712,21,66,w3,weight
layers.21.ffn.experts.67.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3115611480,3119805784,3115785712,3119980016,21,67,w1,weight
layers.21.ffn.experts.67.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3119805784,3124000088,3119980016,3124174320,21,67,w2,weight
layers.21.ffn.experts.67.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3124000088,3128194392,3124174320,3128368624,21,67,w3,weight
layers.21.ffn.experts.68.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3128194392,3132388696,3128368624,3132562928,21,68,w1,weight
layers.21.ffn.experts.68.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3132388696,3136583000,3132562928,3136757232,21,68,w2,weight
layers.21.ffn.experts.68.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3136583000,3140777304,3136757232,3140951536,21,68,w3,weight
layers.21.ffn.experts.69.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3140777304,3144971608,3140951536,3145145840,21,69,w1,weight
layers.21.ffn.experts.69.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3144971608,3149165912,3145145840,3149340144,21,69,w2,weight
layers.21.ffn.experts.69.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3149165912,3153360216,3149340144,3153534448,21,69,w3,weight
layers.21.ffn.experts.7.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3153360216,3157554520,3153534448,3157728752,21,7,w1,weight
layers.21.ffn.experts.7.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3157554520,3161748824,3157728752,3161923056,21,7,w2,weight
layers.21.ffn.experts.7.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3161748824,3165943128,3161923056,3166117360,21,7,w3,weight
layers.21.ffn.experts.70.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3165943128,3170137432,3166117360,3170311664,21,70,w1,weight
layers.21.ffn.experts.70.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3170137432,3174331736,3170311664,3174505968,21,70,w2,weight
layers.21.ffn.experts.70.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3174331736,3178526040,3174505968,3178700272,21,70,w3,weight
layers.21.ffn.experts.71.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3178526040,3182720344,3178700272,3182894576,21,71,w1,weight
layers.21.ffn.experts.71.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3182720344,3186914648,3182894576,3187088880,21,71,w2,weight
layers.21.ffn.experts.71.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3186914648,3191108952,3187088880,3191283184,21,71,w3,weight
layers.21.ffn.experts.72.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3191108952,3195303256,3191283184,3195477488,21,72,w1,weight
layers.21.ffn.experts.72.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3195303256,3199497560,3195477488,3199671792,21,72,w2,weight
layers.21.ffn.experts.72.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3199497560,3203691864,3199671792,3203866096,21,72,w3,weight
layers.21.ffn.experts.73.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3203691864,3207886168,3203866096,3208060400,21,73,w1,weight
layers.21.ffn.experts.73.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3207886168,3212080472,3208060400,3212254704,21,73,w2,weight
layers.21.ffn.experts.73.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3212080472,3216274776,3212254704,3216449008,21,73,w3,weight
layers.21.ffn.experts.74.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3216274776,3220469080,3216449008,3220643312,21,74,w1,weight
layers.21.ffn.experts.74.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3220469080,3224663384,3220643312,3224837616,21,74,w2,weight
layers.21.ffn.experts.74.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3224663384,3228857688,3224837616,3229031920,21,74,w3,weight
layers.21.ffn.experts.75.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3228857688,3233051992,3229031920,3233226224,21,75,w1,weight
layers.21.ffn.experts.75.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3233051992,3237246296,3233226224,3237420528,21,75,w2,weight
layers.21.ffn.experts.75.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3237246296,3241440600,3237420528,3241614832,21,75,w3,weight
layers.21.ffn.experts.76.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3241440600,3245634904,3241614832,3245809136,21,76,w1,weight
layers.21.ffn.experts.76.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3245634904,3249829208,3245809136,3250003440,21,76,w2,weight
layers.21.ffn.experts.76.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3249829208,3254023512,3250003440,3254197744,21,76,w3,weight
layers.21.ffn.experts.77.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3254023512,3258217816,3254197744,3258392048,21,77,w1,weight
layers.21.ffn.experts.77.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3258217816,3262412120,3258392048,3262586352,21,77,w2,weight
layers.21.ffn.experts.77.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3262412120,3266606424,3262586352,3266780656,21,77,w3,weight
layers.21.ffn.experts.78.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3266606424,3270800728,3266780656,3270974960,21,78,w1,weight
layers.21.ffn.experts.78.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3270800728,3274995032,3270974960,3275169264,21,78,w2,weight
layers.21.ffn.experts.78.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3274995032,3279189336,3275169264,3279363568,21,78,w3,weight
layers.21.ffn.experts.79.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3279189336,3283383640,3279363568,3283557872,21,79,w1,weight
layers.21.ffn.experts.79.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3283383640,3287577944,3283557872,3287752176,21,79,w2,weight
layers.21.ffn.experts.79.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3287577944,3291772248,3287752176,3291946480,21,79,w3,weight
layers.21.ffn.experts.8.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3291772248,3295966552,3291946480,3296140784,21,8,w1,weight
layers.21.ffn.experts.8.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3295966552,3300160856,3296140784,3300335088,21,8,w2,weight
layers.21.ffn.experts.8.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3300160856,3304355160,3300335088,3304529392,21,8,w3,weight
layers.21.ffn.experts.80.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3304355160,3308549464,3304529392,3308723696,21,80,w1,weight
layers.21.ffn.experts.80.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3308549464,3312743768,3308723696,3312918000,21,80,w2,weight
layers.21.ffn.experts.80.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3312743768,3316938072,3312918000,3317112304,21,80,w3,weight
layers.21.ffn.experts.81.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3316938072,3321132376,3317112304,3321306608,21,81,w1,weight
layers.21.ffn.experts.81.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3321132376,3325326680,3321306608,3325500912,21,81,w2,weight
layers.21.ffn.experts.81.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3325326680,3329520984,3325500912,3329695216,21,81,w3,weight
layers.21.ffn.experts.82.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3329520984,3333715288,3329695216,3333889520,21,82,w1,weight
layers.21.ffn.experts.82.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3333715288,3337909592,3333889520,3338083824,21,82,w2,weight
layers.21.ffn.experts.82.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3337909592,3342103896,3338083824,3342278128,21,82,w3,weight
layers.21.ffn.experts.83.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3342103896,3346298200,3342278128,3346472432,21,83,w1,weight
layers.21.ffn.experts.83.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3346298200,3350492504,3346472432,3350666736,21,83,w2,weight
layers.21.ffn.experts.83.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3350492504,3354686808,3350666736,3354861040,21,83,w3,weight
layers.21.ffn.experts.84.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3354686808,3358881112,3354861040,3359055344,21,84,w1,weight
layers.21.ffn.experts.84.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3358881112,3363075416,3359055344,3363249648,21,84,w2,weight
layers.21.ffn.experts.84.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3363075416,3367269720,3363249648,3367443952,21,84,w3,weight
layers.21.ffn.experts.85.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3367269720,3371464024,3367443952,3371638256,21,85,w1,weight
layers.21.ffn.experts.85.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3371464024,3375658328,3371638256,3375832560,21,85,w2,weight
layers.21.ffn.experts.85.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3375658328,3379852632,3375832560,3380026864,21,85,w3,weight
layers.21.ffn.experts.86.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3379852632,3384046936,3380026864,3384221168,21,86,w1,weight
layers.21.ffn.experts.86.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3384046936,3388241240,3384221168,3388415472,21,86,w2,weight
layers.21.ffn.experts.86.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3388241240,3392435544,3388415472,3392609776,21,86,w3,weight
layers.21.ffn.experts.87.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3392435544,3396629848,3392609776,3396804080,21,87,w1,weight
layers.21.ffn.experts.87.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3396629848,3400824152,3396804080,3400998384,21,87,w2,weight
layers.21.ffn.experts.87.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3400824152,3405018456,3400998384,3405192688,21,87,w3,weight
layers.21.ffn.experts.88.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3405018456,3409212760,3405192688,3409386992,21,88,w1,weight
layers.21.ffn.experts.88.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3409212760,3413407064,3409386992,3413581296,21,88,w2,weight
layers.21.ffn.experts.88.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3413407064,3417601368,3413581296,3417775600,21,88,w3,weight
layers.21.ffn.experts.89.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3417601368,3421795672,3417775600,3421969904,21,89,w1,weight
layers.21.ffn.experts.89.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3421795672,3425989976,3421969904,3426164208,21,89,w2,weight
layers.21.ffn.experts.89.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3425989976,3430184280,3426164208,3430358512,21,89,w3,weight
layers.21.ffn.experts.9.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3430184280,3434378584,3430358512,3434552816,21,9,w1,weight
layers.21.ffn.experts.9.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3434378584,3438572888,3434552816,3438747120,21,9,w2,weight
layers.21.ffn.experts.9.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3438572888,3442767192,3438747120,3442941424,21,9,w3,weight
layers.21.ffn.experts.90.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3442767192,3446961496,3442941424,3447135728,21,90,w1,weight
layers.21.ffn.experts.90.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3446961496,3451155800,3447135728,3451330032,21,90,w2,weight
layers.21.ffn.experts.90.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3451155800,3455350104,3451330032,3455524336,21,90,w3,weight
layers.21.ffn.experts.91.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3455350104,3459544408,3455524336,3459718640,21,91,w1,weight
layers.21.ffn.experts.91.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3459544408,3463738712,3459718640,3463912944,21,91,w2,weight
layers.21.ffn.experts.91.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3463738712,3467933016,3463912944,3468107248,21,91,w3,weight
layers.21.ffn.experts.92.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3467933016,3472127320,3468107248,3472301552,21,92,w1,weight
layers.21.ffn.experts.92.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3472127320,3476321624,3472301552,3476495856,21,92,w2,weight
layers.21.ffn.experts.92.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3476321624,3480515928,3476495856,3480690160,21,92,w3,weight
layers.21.ffn.experts.93.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3480515928,3484710232,3480690160,3484884464,21,93,w1,weight
layers.21.ffn.experts.93.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3484710232,3488904536,3484884464,3489078768,21,93,w2,weight
layers.21.ffn.experts.93.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3488904536,3493098840,3489078768,3493273072,21,93,w3,weight
layers.21.ffn.experts.94.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3493098840,3497293144,3493273072,3497467376,21,94,w1,weight
layers.21.ffn.experts.94.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3497293144,3501487448,3497467376,3501661680,21,94,w2,weight
layers.21.ffn.experts.94.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3501487448,3505681752,3501661680,3505855984,21,94,w3,weight
layers.21.ffn.experts.95.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3505681752,3509876056,3505855984,3510050288,21,95,w1,weight
layers.21.ffn.experts.95.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3509876056,3514070360,3510050288,3514244592,21,95,w2,weight
layers.21.ffn.experts.95.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3514070360,3518264664,3514244592,3518438896,21,95,w3,weight
layers.21.ffn.experts.96.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3518264664,3522458968,3518438896,3522633200,21,96,w1,weight
layers.21.ffn.experts.96.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3522458968,3526653272,3522633200,3526827504,21,96,w2,weight
layers.21.ffn.experts.96.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3526653272,3530847576,3526827504,3531021808,21,96,w3,weight
layers.21.ffn.experts.97.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3530847576,3535041880,3531021808,3535216112,21,97,w1,weight
layers.21.ffn.experts.97.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3535041880,3539236184,3535216112,3539410416,21,97,w2,weight
layers.21.ffn.experts.97.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3539236184,3543430488,3539410416,3543604720,21,97,w3,weight
layers.21.ffn.experts.98.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3543430488,3547624792,3543604720,3547799024,21,98,w1,weight
layers.21.ffn.experts.98.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3547624792,3551819096,3547799024,3551993328,21,98,w2,weight
layers.21.ffn.experts.98.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3551819096,3556013400,3551993328,3556187632,21,98,w3,weight
layers.21.ffn.experts.99.w1.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3556013400,3560207704,3556187632,3560381936,21,99,w1,weight
layers.21.ffn.experts.99.w2.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,4096x1024,4194304,3560207704,3564402008,3560381936,3564576240,21,99,w2,weight
layers.21.ffn.experts.99.w3.weight,model-00023-of-00046.safetensors,core_routed_experts,I8,2048x2048,4194304,3564402008,3568596312,3564576240,3568770544,21,99,w3,weight
