name,file,component,dtype,shape,bytes,data_start,data_end,file_data_start,file_data_end,layer,expert,matrix,kind
embed.weight,model-00001-of-00046.safetensors,embeddings,BF16,129280x4096,1059061760,0,1059061760,96,1059061856,,,,
layers.0.ffn.gate.tid2eid,model-00002-of-00046.safetensors,core_router,I64,129280x6,6205440,0,6205440,172240,6377680,0,,,
layers.0.attn.attn_sink,model-00002-of-00046.safetensors,core_attention_dense,F32,64,256,6205440,6205696,6377680,6377936,0,,,
layers.0.hc_attn_base,model-00002-of-00046.safetensors,core_hyper_correction,F32,24,96,6205696,6205792,6377936,6378032,0,,,
layers.0.hc_attn_fn,model-00002-of-00046.safetensors,core_hyper_correction,F32,24x16384,1572864,6205792,7778656,6378032,7950896,0,,,
layers.0.hc_attn_scale,model-00002-of-00046.safetensors,core_hyper_correction,F32,3,12,7778656,7778668,7950896,7950908,0,,,
layers.0.hc_ffn_base,model-00002-of-00046.safetensors,core_hyper_correction,F32,24,96,7778668,7778764,7950908,7951004,0,,,
layers.0.hc_ffn_fn,model-00002-of-00046.safetensors,core_hyper_correction,F32,24x16384,1572864,7778764,9351628,7951004,9523868,0,,,
layers.0.hc_ffn_scale,model-00002-of-00046.safetensors,core_hyper_correction,F32,3,12,9351628,9351640,9523868,9523880,0,,,
layers.0.attn.kv_norm.weight,model-00002-of-00046.safetensors,core_attention_dense,BF16,512,1024,9351640,9352664,9523880,9524904,0,,,
layers.0.attn.q_norm.weight,model-00002-of-00046.safetensors,core_attention_dense,BF16,1024,2048,9352664,9354712,9524904,9526952,0,,,
layers.0.attn_norm.weight,model-00002-of-00046.safetensors,core_norms,BF16,4096,8192,9354712,9362904,9526952,9535144,0,,,
layers.0.ffn.gate.weight,model-00002-of-00046.safetensors,core_router,BF16,256x4096,2097152,9362904,11460056,9535144,11632296,0,,,
layers.0.ffn_norm.weight,model-00002-of-00046.safetensors,core_norms,BF16,4096,8192,11460056,11468248,11632296,11640488,0,,,
layers.0.attn.wkv.scale,model-00002-of-00046.safetensors,core_attention_dense,F8_E8M0,4x32,128,11468248,11468376,11640488,11640616,0,,,
layers.0.attn.wo_a.scale,model-00002-of-00046.safetensors,core_attention_dense,F8_E8M0,64x32,2048,11468376,11470424,11640616,11642664,0,,,
layers.0.attn.wo_b.scale,model-00002-of-00046.safetensors,core_attention_dense,F8_E8M0,32x64,2048,11470424,11472472,11642664,11644712,0,,,
layers.0.attn.wq_a.scale,model-00002-of-00046.safetensors,core_attention_dense,F8_E8M0,8x32,256,11472472,11472728,11644712,11644968,0,,,
layers.0.attn.wq_b.scale,model-00002-of-00046.safetensors,core_attention_dense,F8_E8M0,256x8,2048,11472728,11474776,11644968,11647016,0,,,
layers.0.ffn.experts.0.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,11474776,11736920,11647016,11909160,0,0,w1,scale
layers.0.ffn.experts.0.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,11736920,11999064,11909160,12171304,0,0,w2,scale
layers.0.ffn.experts.0.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,11999064,12261208,12171304,12433448,0,0,w3,scale
layers.0.ffn.experts.1.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,12261208,12523352,12433448,12695592,0,1,w1,scale
layers.0.ffn.experts.1.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,12523352,12785496,12695592,12957736,0,1,w2,scale
layers.0.ffn.experts.1.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,12785496,13047640,12957736,13219880,0,1,w3,scale
layers.0.ffn.experts.10.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,13047640,13309784,13219880,13482024,0,10,w1,scale
layers.0.ffn.experts.10.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,13309784,13571928,13482024,13744168,0,10,w2,scale
layers.0.ffn.experts.10.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,13571928,13834072,13744168,14006312,0,10,w3,scale
layers.0.ffn.experts.100.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,13834072,14096216,14006312,14268456,0,100,w1,scale
layers.0.ffn.experts.100.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,14096216,14358360,14268456,14530600,0,100,w2,scale
layers.0.ffn.experts.100.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,14358360,14620504,14530600,14792744,0,100,w3,scale
layers.0.ffn.experts.101.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,14620504,14882648,14792744,15054888,0,101,w1,scale
layers.0.ffn.experts.101.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,14882648,15144792,15054888,15317032,0,101,w2,scale
layers.0.ffn.experts.101.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,15144792,15406936,15317032,15579176,0,101,w3,scale
layers.0.ffn.experts.102.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,15406936,15669080,15579176,15841320,0,102,w1,scale
layers.0.ffn.experts.102.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,15669080,15931224,15841320,16103464,0,102,w2,scale
layers.0.ffn.experts.102.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,15931224,16193368,16103464,16365608,0,102,w3,scale
layers.0.ffn.experts.103.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,16193368,16455512,16365608,16627752,0,103,w1,scale
layers.0.ffn.experts.103.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,16455512,16717656,16627752,16889896,0,103,w2,scale
layers.0.ffn.experts.103.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,16717656,16979800,16889896,17152040,0,103,w3,scale
layers.0.ffn.experts.104.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,16979800,17241944,17152040,17414184,0,104,w1,scale
layers.0.ffn.experts.104.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,17241944,17504088,17414184,17676328,0,104,w2,scale
layers.0.ffn.experts.104.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,17504088,17766232,17676328,17938472,0,104,w3,scale
layers.0.ffn.experts.105.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,17766232,18028376,17938472,18200616,0,105,w1,scale
layers.0.ffn.experts.105.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,18028376,18290520,18200616,18462760,0,105,w2,scale
layers.0.ffn.experts.105.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,18290520,18552664,18462760,18724904,0,105,w3,scale
layers.0.ffn.experts.106.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,18552664,18814808,18724904,18987048,0,106,w1,scale
layers.0.ffn.experts.106.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,18814808,19076952,18987048,19249192,0,106,w2,scale
layers.0.ffn.experts.106.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,19076952,19339096,19249192,19511336,0,106,w3,scale
layers.0.ffn.experts.107.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,19339096,19601240,19511336,19773480,0,107,w1,scale
layers.0.ffn.experts.107.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,19601240,19863384,19773480,20035624,0,107,w2,scale
layers.0.ffn.experts.107.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,19863384,20125528,20035624,20297768,0,107,w3,scale
layers.0.ffn.experts.108.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,20125528,20387672,20297768,20559912,0,108,w1,scale
layers.0.ffn.experts.108.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,20387672,20649816,20559912,20822056,0,108,w2,scale
layers.0.ffn.experts.108.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,20649816,20911960,20822056,21084200,0,108,w3,scale
layers.0.ffn.experts.109.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,20911960,21174104,21084200,21346344,0,109,w1,scale
layers.0.ffn.experts.109.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,21174104,21436248,21346344,21608488,0,109,w2,scale
layers.0.ffn.experts.109.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,21436248,21698392,21608488,21870632,0,109,w3,scale
layers.0.ffn.experts.11.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,21698392,21960536,21870632,22132776,0,11,w1,scale
layers.0.ffn.experts.11.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,21960536,22222680,22132776,22394920,0,11,w2,scale
layers.0.ffn.experts.11.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,22222680,22484824,22394920,22657064,0,11,w3,scale
layers.0.ffn.experts.110.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,22484824,22746968,22657064,22919208,0,110,w1,scale
layers.0.ffn.experts.110.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,22746968,23009112,22919208,23181352,0,110,w2,scale
layers.0.ffn.experts.110.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,23009112,23271256,23181352,23443496,0,110,w3,scale
layers.0.ffn.experts.111.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,23271256,23533400,23443496,23705640,0,111,w1,scale
layers.0.ffn.experts.111.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,23533400,23795544,23705640,23967784,0,111,w2,scale
layers.0.ffn.experts.111.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,23795544,24057688,23967784,24229928,0,111,w3,scale
layers.0.ffn.experts.112.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,24057688,24319832,24229928,24492072,0,112,w1,scale
layers.0.ffn.experts.112.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,24319832,24581976,24492072,24754216,0,112,w2,scale
layers.0.ffn.experts.112.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,24581976,24844120,24754216,25016360,0,112,w3,scale
layers.0.ffn.experts.113.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,24844120,25106264,25016360,25278504,0,113,w1,scale
layers.0.ffn.experts.113.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,25106264,25368408,25278504,25540648,0,113,w2,scale
layers.0.ffn.experts.113.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,25368408,25630552,25540648,25802792,0,113,w3,scale
layers.0.ffn.experts.114.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,25630552,25892696,25802792,26064936,0,114,w1,scale
layers.0.ffn.experts.114.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,25892696,26154840,26064936,26327080,0,114,w2,scale
layers.0.ffn.experts.114.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,26154840,26416984,26327080,26589224,0,114,w3,scale
layers.0.ffn.experts.115.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,26416984,26679128,26589224,26851368,0,115,w1,scale
layers.0.ffn.experts.115.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,26679128,26941272,26851368,27113512,0,115,w2,scale
layers.0.ffn.experts.115.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,26941272,27203416,27113512,27375656,0,115,w3,scale
layers.0.ffn.experts.116.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,27203416,27465560,27375656,27637800,0,116,w1,scale
layers.0.ffn.experts.116.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,27465560,27727704,27637800,27899944,0,116,w2,scale
layers.0.ffn.experts.116.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,27727704,27989848,27899944,28162088,0,116,w3,scale
layers.0.ffn.experts.117.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,27989848,28251992,28162088,28424232,0,117,w1,scale
layers.0.ffn.experts.117.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,28251992,28514136,28424232,28686376,0,117,w2,scale
layers.0.ffn.experts.117.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,28514136,28776280,28686376,28948520,0,117,w3,scale
layers.0.ffn.experts.118.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,28776280,29038424,28948520,29210664,0,118,w1,scale
layers.0.ffn.experts.118.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,29038424,29300568,29210664,29472808,0,118,w2,scale
layers.0.ffn.experts.118.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,29300568,29562712,29472808,29734952,0,118,w3,scale
layers.0.ffn.experts.119.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,29562712,29824856,29734952,29997096,0,119,w1,scale
layers.0.ffn.experts.119.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,29824856,30087000,29997096,30259240,0,119,w2,scale
layers.0.ffn.experts.119.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,30087000,30349144,30259240,30521384,0,119,w3,scale
layers.0.ffn.experts.12.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,30349144,30611288,30521384,30783528,0,12,w1,scale
layers.0.ffn.experts.12.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,30611288,30873432,30783528,31045672,0,12,w2,scale
layers.0.ffn.experts.12.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,30873432,31135576,31045672,31307816,0,12,w3,scale
layers.0.ffn.experts.120.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,31135576,31397720,31307816,31569960,0,120,w1,scale
layers.0.ffn.experts.120.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,31397720,31659864,31569960,31832104,0,120,w2,scale
layers.0.ffn.experts.120.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,31659864,31922008,31832104,32094248,0,120,w3,scale
layers.0.ffn.experts.121.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,31922008,32184152,32094248,32356392,0,121,w1,scale
layers.0.ffn.experts.121.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,32184152,32446296,32356392,32618536,0,121,w2,scale
layers.0.ffn.experts.121.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,32446296,32708440,32618536,32880680,0,121,w3,scale
layers.0.ffn.experts.122.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,32708440,32970584,32880680,33142824,0,122,w1,scale
layers.0.ffn.experts.122.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,32970584,33232728,33142824,33404968,0,122,w2,scale
layers.0.ffn.experts.122.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,33232728,33494872,33404968,33667112,0,122,w3,scale
layers.0.ffn.experts.123.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,33494872,33757016,33667112,33929256,0,123,w1,scale
layers.0.ffn.experts.123.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,33757016,34019160,33929256,34191400,0,123,w2,scale
layers.0.ffn.experts.123.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,34019160,34281304,34191400,34453544,0,123,w3,scale
layers.0.ffn.experts.124.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,34281304,34543448,34453544,34715688,0,124,w1,scale
layers.0.ffn.experts.124.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,34543448,34805592,34715688,34977832,0,124,w2,scale
layers.0.ffn.experts.124.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,34805592,35067736,34977832,35239976,0,124,w3,scale
layers.0.ffn.experts.125.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,35067736,35329880,35239976,35502120,0,125,w1,scale
layers.0.ffn.experts.125.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,35329880,35592024,35502120,35764264,0,125,w2,scale
layers.0.ffn.experts.125.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,35592024,35854168,35764264,36026408,0,125,w3,scale
layers.0.ffn.experts.126.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,35854168,36116312,36026408,36288552,0,126,w1,scale
layers.0.ffn.experts.126.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,36116312,36378456,36288552,36550696,0,126,w2,scale
layers.0.ffn.experts.126.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,36378456,36640600,36550696,36812840,0,126,w3,scale
layers.0.ffn.experts.127.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,36640600,36902744,36812840,37074984,0,127,w1,scale
layers.0.ffn.experts.127.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,36902744,37164888,37074984,37337128,0,127,w2,scale
layers.0.ffn.experts.127.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,37164888,37427032,37337128,37599272,0,127,w3,scale
layers.0.ffn.experts.128.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,37427032,37689176,37599272,37861416,0,128,w1,scale
layers.0.ffn.experts.128.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,37689176,37951320,37861416,38123560,0,128,w2,scale
layers.0.ffn.experts.128.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,37951320,38213464,38123560,38385704,0,128,w3,scale
layers.0.ffn.experts.129.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,38213464,38475608,38385704,38647848,0,129,w1,scale
layers.0.ffn.experts.129.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,38475608,38737752,38647848,38909992,0,129,w2,scale
layers.0.ffn.experts.129.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,38737752,38999896,38909992,39172136,0,129,w3,scale
layers.0.ffn.experts.13.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,38999896,39262040,39172136,39434280,0,13,w1,scale
layers.0.ffn.experts.13.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,39262040,39524184,39434280,39696424,0,13,w2,scale
layers.0.ffn.experts.13.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,39524184,39786328,39696424,39958568,0,13,w3,scale
layers.0.ffn.experts.130.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,39786328,40048472,39958568,40220712,0,130,w1,scale
layers.0.ffn.experts.130.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,40048472,40310616,40220712,40482856,0,130,w2,scale
layers.0.ffn.experts.130.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,40310616,40572760,40482856,40745000,0,130,w3,scale
layers.0.ffn.experts.131.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,40572760,40834904,40745000,41007144,0,131,w1,scale
layers.0.ffn.experts.131.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,40834904,41097048,41007144,41269288,0,131,w2,scale
layers.0.ffn.experts.131.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,41097048,41359192,41269288,41531432,0,131,w3,scale
layers.0.ffn.experts.132.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,41359192,41621336,41531432,41793576,0,132,w1,scale
layers.0.ffn.experts.132.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,41621336,41883480,41793576,42055720,0,132,w2,scale
layers.0.ffn.experts.132.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,41883480,42145624,42055720,42317864,0,132,w3,scale
layers.0.ffn.experts.133.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,42145624,42407768,42317864,42580008,0,133,w1,scale
layers.0.ffn.experts.133.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,42407768,42669912,42580008,42842152,0,133,w2,scale
layers.0.ffn.experts.133.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,42669912,42932056,42842152,43104296,0,133,w3,scale
layers.0.ffn.experts.134.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,42932056,43194200,43104296,43366440,0,134,w1,scale
layers.0.ffn.experts.134.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,43194200,43456344,43366440,43628584,0,134,w2,scale
layers.0.ffn.experts.134.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,43456344,43718488,43628584,43890728,0,134,w3,scale
layers.0.ffn.experts.135.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,43718488,43980632,43890728,44152872,0,135,w1,scale
layers.0.ffn.experts.135.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,43980632,44242776,44152872,44415016,0,135,w2,scale
layers.0.ffn.experts.135.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,44242776,44504920,44415016,44677160,0,135,w3,scale
layers.0.ffn.experts.136.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,44504920,44767064,44677160,44939304,0,136,w1,scale
layers.0.ffn.experts.136.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,44767064,45029208,44939304,45201448,0,136,w2,scale
layers.0.ffn.experts.136.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,45029208,45291352,45201448,45463592,0,136,w3,scale
layers.0.ffn.experts.137.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,45291352,45553496,45463592,45725736,0,137,w1,scale
layers.0.ffn.experts.137.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,45553496,45815640,45725736,45987880,0,137,w2,scale
layers.0.ffn.experts.137.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,45815640,46077784,45987880,46250024,0,137,w3,scale
layers.0.ffn.experts.138.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,46077784,46339928,46250024,46512168,0,138,w1,scale
layers.0.ffn.experts.138.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,46339928,46602072,46512168,46774312,0,138,w2,scale
layers.0.ffn.experts.138.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,46602072,46864216,46774312,47036456,0,138,w3,scale
layers.0.ffn.experts.139.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,46864216,47126360,47036456,47298600,0,139,w1,scale
layers.0.ffn.experts.139.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,47126360,47388504,47298600,47560744,0,139,w2,scale
layers.0.ffn.experts.139.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,47388504,47650648,47560744,47822888,0,139,w3,scale
layers.0.ffn.experts.14.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,47650648,47912792,47822888,48085032,0,14,w1,scale
layers.0.ffn.experts.14.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,47912792,48174936,48085032,48347176,0,14,w2,scale
layers.0.ffn.experts.14.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,48174936,48437080,48347176,48609320,0,14,w3,scale
layers.0.ffn.experts.140.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,48437080,48699224,48609320,48871464,0,140,w1,scale
layers.0.ffn.experts.140.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,48699224,48961368,48871464,49133608,0,140,w2,scale
layers.0.ffn.experts.140.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,48961368,49223512,49133608,49395752,0,140,w3,scale
layers.0.ffn.experts.141.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,49223512,49485656,49395752,49657896,0,141,w1,scale
layers.0.ffn.experts.141.w2.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,4096x64,262144,49485656,49747800,49657896,49920040,0,141,w2,scale
layers.0.ffn.experts.141.w3.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,49747800,50009944,49920040,50182184,0,141,w3,scale
layers.0.ffn.experts.142.w1.scale,model-00002-of-00046.safetensors,core_routed_experts,F8_E8M0,2048x128,262144,50009944,50272088,50182184,50444328,0,142,w1,scale
